name,price,status,shipping,free_returns,items_sold
Herman Miller Aeron Office Chair Arm Pads Caps NEW SOFTER VERSION (1 Pair),2250,Brand New,0,False,
"BestOffice Adjustable & Lumbar Support Swivel Gaming Chair, Black, 360-degree T4",7999,Brand New,0,False,
Office Chair Adjustable Swivel Drafting Rolling Stool Salon Back Support Foot,9999,Brand New,0,False,
Home Office Chair Modern Mid Back Swivel Task Chair Velvet Makeup Vanity Chair,6999,Brand New,0,False,
Printed sofa covers Stretch Chair Couch Cover Slipcover Protector 1/2/3/4 Seater,2699,Brand New,0,False,
Costway Executive Office Chair Adjustable Task Chair w/ 3D Armrest &Sliding Seat,17949,Brand New,0,False,
RESPAWN 110 Racing Style Gaming Chair,10000,Pre-Owned,,False,
"Homelegance Amsonia 24"" Swivel Bar Height Chair Stool, White (2 Pack) (Open Box)",12012,Open Box,0,False,102
"Lifetime Commercial Grade Contoured Folding Chair, 4 Pack - Almond on Grey",12998,Brand New,0,False,9
Lumbar Back Support Pad Size B Black For Herman Miller Aeron Chair,1700,Brand New,0,True,145
"Lifestyle Solutions Akron Gaming Office Chair in Faux Leather, Red",6300,Brand New,0,False,
Ergonomic Reclining Massage Office Computer Chair Gaming Chair with Footrest USA,6995,Brand New,0,False,
Muddy Swivel Xtreme Swivel Chair with Footrest,11399,Brand New,0,False,
Home Office Chair Mid Back Mesh Desk Chair Armless Computer Rolling Swivel Chair,5235,Brand New,0,False,
Black Sayl Office Desk Chair by Herman Miller adjustable arms and sliding seat ,39999,Refurbished,9900,False,
New ListingSEE NOTES Flash Furniture Leather Tapered Midback Executive Swivel Office Chair,9713,Pre-Owned,0,True,
Computer Gaming Chair High-back Swivel Chairs Racing Style Leather Office Gamer,9899,Brand New,0,False,11
8-Mode Full Body Massager Cushion Back Seat Chair Car Pad Heated Mat Home Office,3699,Brand New,0,False,
CLATINA  Waiting Room Guest Chair Bonded Leather Padded Armrest Conference Desk,7399,Brand New,0,True,
